iHLD LoP ID,Nama Proyek,Port Plan,Port Real,Total BOQ,Capex per Port,Area TSEL,Regional TSEL,Branch TSEL,PT,Mitra,Prioritas per Branch,Cek WO,Flag,cek go live 1 sept,cek drop PT2,flag,Bracnh Fokus,Prioritas 20 Branch,Cek 115K,Status Kontruksi,Status Material,Plan K12,Plan K24,Plan ETA,Plan GL,Grouping Kendala,Keterangan,,Status GD TA,Status GL,Plan GL xl,Keterangan,PORT AANWIJZING,NILAI WO+IZIN/QE+REDESAIN,CPP
11933709,"BOO,PMU,PT2 EXPAND RED,ODP-PMU-FAE-51",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,312,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,05. Go Live,Ready,,,,,,,,,,#N/A,,,,
12112260,"TAN,PPG,PT2 EXPAND,ODP-PPG-FAV-105",8,  -   ,2069246,"258655,75",AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,314,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11902782,"TAN,PPG,PT2 EXPAND,ODP-PPG-FAV-97",8,  -   ,3106870,"388358,75",AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,315,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,0. Drop DBP,,,,,,,,,,,#N/A,,,,
12033725,"SKB,CBD,PT2EXPAND,ODP-CBD-FAP-028",8,  -   ,802222,"100277,75",AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,318,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,"Irisan Cleansing Port 2,3 Jt",,,,,#N/A,,,,
12098463,"SKB,CBD,PT2EXPAND,ODP-CBD-FAM-022",8,  -   ,802222,"100277,75",AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,319,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,Core Distribusi Habis,,,,,#N/A,,,,
11894637,"BOO,CSE,PT2 EXPAND RED,ODP-CSE-FG-54",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,320,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,05. Go Live,Ready,,,,,,,,,,#N/A,,,,
12017897,"BOO,PAR,PT2 EXPAND RED,ODP-PAR-FEJ-33",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,326,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,"Irisan Cleansing Port 2,3 Jt",,,,,#N/A,,,,
11972960,"BOO,PAR,PT2 EXPAND RED,ODP-PAR-FEJ-34",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,327,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,"Irisan Cleansing Port 2,3 Jt",,,,,#N/A,,,,
12027642,"BOO,SPL,PT2 EXPAND RED,ODP-SPL-FDC-03",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,330,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,"Irisan Cleansing Port 2,3 Jt",,,,,#N/A,,,,
11972792,"BOO,SPL,PT2 EXPAND RED,ODP-SPL-FU-63",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,331,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,"Irisan Cleansing Port 2,3 Jt",,,,,#N/A,,,,
11900518,"BOO,SPL,PT2 EXPAND RED,ODP-SPL-FEA-25",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,332,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,"Irisan Cleansing Port 2,3 Jt",,,,,#N/A,,,,
12017708,"BOO,SPL,PT2 EXPAND RED,ODP-SPL-FU-35",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,333,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,"Irisan Cleansing Port 2,3 Jt",,,,,#N/A,,,,
11980758,"TAN,RMP,PT2,ODP-RMP-FAJ-56",8,  -   ,2352033,294.004.125,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,334,19. PT2/Batch 7 UNTSEL,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,05. Go Live,Ready,,,,,,,,,,#N/A,,,,
12016955,"BOO,CSR,PT2 EXPAND RED,ODP-CSR-FH-18",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,336,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,Core Distribusi Habis,,,,,#N/A,,,,
11968200,"BOO,PMU,PT2 EXPAND RED,ODP-PMU-FAV-19",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,339,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,0. Drop DBP,,,,,,,,,,,#N/A,,,,
11930329,"BOO,SPL,PT2 EXPAND RED,ODP-SPL-FDC-91",8,  -   ,1839037,229.879.625,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,340,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,05. Go Live,Ready,,,,,,,,,,#N/A,,,,
11970222,"TAN,RMP,PT2 EXPAND,ODP-RMP-FAE-20",0,  -   ,1409956,#DIV/0!,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,343,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11970297,"TAN,RMP,PT2 EXPAND,ODP-RMP-FAB-87",0,  -   ,1409956,#DIV/0!,AREA 2,EASTERN JABOTABEK,BOGOR,PT2,Telkom Akses,346,2. PT2/Batch 1,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT2,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
13020199,"TSM,SPA,FTTH,MD_TASIKMALAY_121660,200HP",200,  -   ,606706629,3.033.533.145,AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,4,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,5200,13.400,,27/09/2026,,"24/08/26 : kendala menunggu pembyaran comecase plan pembayaran di W2 september FI tanggal 25 september plan golive 27
20/08/26 : Preparing Pembayaran CC dan Kesiapan Tim Tripola, est 21 Agustus 2026
12/08/26 : Preparing Pembayaran CC dan Kesiapan Tim Tripola, est 20 Agustus 202610/08/26 : mennunggu rilis budged untuk Proses Pembayaran Comcase dr mitra Konet
6/08/26 : Proses Pembayaran Comcase dr mitra Konet
03/08/26 : Konfirmasi mitra konet untuk mulai pekerjaan
22/07/26 : KENDALA MATERIAL BLM READY DI LOKASI",,03. OGP Instalasi,00. Ny Golive,27/09/2026,,,,
13187091,"TSM,TSM,FTTH,MD_PRM Parahyangan_2,112HP",128,  -   ,163946967,"1280835,68",AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,8,17. PT3/Batch 6 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,800,-,,14/09/2026,,"24/08/26 : menunggu pembayran cc mitra tripola
20/08/26 : Preparing Pembayaran CC max 22 Agu 2026 info DID sudah bisa di kerjakan dulu karna prioritas Tsel 
12/08/26 : Menunggu jadwal review design dengan NPD (hasil design ED approve)
6/08/26 : Proses Review NPD Untuk Keperluan BA Redesign (<1.13%) Pengurangan Panjang Kbel & Jml Tiang
03/08/26 : Proses pembuatan BA REDESIGN
22/07/26 : MATERIAL BLM READY",,03. OGP Instalasi,00. Ny Golive,14/09/2026,,,,
13116846,"TSM,MLB,FTTH,MD_MALANGBONG,8HP",8,  -   ,17872747,2234094,AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,10,28. PT3/Batch 8 thp 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,Ready,723,0,,18/09/2026,,"16/09/26 : Permit reject dari pihak desa, progress permit ulang dengan pihak Tsel
14/09/26 : Permit reject dari pihak desa
10/09/26 : Done survei onsite proses negosiasi perizinan, dari pihak RW masih menolak dan tidak memberikan izin dikarenakan sedang ada case dengan provider lain
08/09/26 : Done survei, proses permit lingkungan
07/09/26 : Done survei, proses permit lingkungan
02/09/26 : Plan survei onsite 3 Sep 2026
02/09/26 : Plan survei onsite 3 Sep 2026
31/08/26 : plan survei survei tanggal 7 di karnakan team suveri sedang onprogress lokasi lain
31/08/2026 : rilis NDE proses survei dan ploting mitra",,03. OGP Instalasi,00. Ny Golive,18/09/2026,,,,
13114587,"TSM,MLB,FTTH,MD_JATINUNGGAL,56HP",56,  -   ,92433314,1650595,AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,9,28. PT3/Batch 8 thp 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,Ready,3386,0,,18/09/2026,,"16/09/26 : Survei onsite done dan terdapat redesign pindah catuan dan kenaikan nilai boq, nilai perizinan masih belum keluar dari pihak desa
14/09/26 : Survei onsite done dan terdapat redesign nilai BOQ 187 jt, nilai perizinan masih dibicarakan dahulu oleh pihak desa
14/09/26 : Survei onsite done dan terdapat redesign, nilai perizinan masih dibicarakan dahulu oleh pihak desa
10/09/26 : Survei onsite done dan terdapat redesign, nilai perizinan masih dibicarakan dahulu oleh pihak desa
08/09/26 : Done survei onsite dan ada redesign penambahan ODP pindah catuan, update CC
07/09/26 : Done survei onsite dan ada redesign penambahan ODP pindah catuan, update CC
02/09/26 : Plan survei onsite 3 Sep 2026
02/09/26 : Plan survei onsite 3 Sep 2026
31/08/26 : plan survei survei tanggal 7 di karnakan team suveri sedang onprogress lokasi lain
31/08/2026 : rilis NDE proses survei dan ploting mitra",,03. OGP Instalasi,00. Ny Golive,18/09/2026,,,,
13075777,"BDB,CMI,FTTH,MD_TEMAN 044_ALAM_ASRI,64HP",64,  -   ,123513664,1929901,AREA 2,JABAR,BANDUNG,PT3,Telkom Akses,9,28. PT3/Batch 8 thp 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,0. Drop DBP,,122,998,,,,"04/09/26 : duplikasi order dengan ID IHDL 12016534
31/08/26 : di lakukan survei dan pengecekan data di karnakan lokasi tersebut sama dengan lokasi di batch 4A
31/08/2026 : rilis NDE proses survei dan ploting mitra",,00. DROP,00. Ny Golive,DROP,,,,
12987058,"SKB,CKK,FTTH,MD_PesantrenMiftahul,32HP",32,  -   ,58648281,1832759,AREA 2,JABAR,BANDUNG,PT3,Telkom Akses,8,28. PT3/Batch 8 thp 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,Ready,2154,0,,28/09/2026,,"14/09/26 : 14/09/2026 : Menunggu Kesediaan TIM HSA / Maintenance Area terkait titik repair feeder dan distribusi
10/09/26 : 10/09/2026 : Terkendala Feeder dan Distribusi tidak tembus sampai FTM/STO, perlu pengecekan bersama tim HSA / Maintenace Area
07/09/26 : 02/08/2026 : Hasil Pelurusan Feeder, sisa feeder idle tidak tembus ke FTM
31/08/26 : proses survei dan ploting mitra
14/09/26 : 14/09/2026 : Menunggu Kesediaan TIM HSA / Maintenance Area terkait titik repair feeder dan distribusi
31/08/2026 : rilis NDE proses survei dan ploting mitra",,01. Persiapan,00. Ny Golive,28/09/2026,,,,
13166427,"BDG,CJA,FTTH,MD_GRAND SHARON CLARA,24HP",24,  -   ,46371547,1.932.147.792,AREA 2,JABAR,BANDUNG,PT3,Telkom Akses,4,25. PT3/Batch 8 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,Ready,,,,21/09/2026,,"14/09/26 : 14/09/2026 : Pengajuan Dokumen PP Swakelola
10/09/26 : 10/09/26 : Info Developer BAKP bisa diambil hari ini , kamis 10-09-2026
07/09/26 : 03/08/2026 : Proses Perijinan disampaikan ke Pusat Developer
31/08/26 : dari AM baru memberikan kontak PIC untuk bisa di hubungi
28/08/26 : proses negosiasi pendampingann perijinan dengan AM, karna ada 2 lokasi yang sedang di kerjakan juga dengan FH dan progress pembuatan PID dan SAP.
27/08/26 : proses negosiasi pendampingann perijinan dengan AM, karna ada 2 lokasi yang sedang di kerjakan juga dengan FH dan progress pembuatan PID dan SAP.
26/08/26 : pendampingann perijinan dengan AM, karna ada 2 lokasi yang sedang di kerjakan juga dengan FH dan progress pembuatan PID dan SAP.
24/08/26 : proses negosiasi perlu koordinasi dengan team cam
21/08/2026 : rilis NDE proses survei dan ploting mitra",,03. OGP Instalasi,00. Ny Golive,21/09/2026,,,,
13061765,"TSM,PAX,FTTH,MD_PAX_ARTHA_CIBENDA2,32HP",32,  -   ,15023576,"469486,75",AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,6,8. PT3/Batch 4b thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,393,296,,30/09/2026,,"24/08/26 : Preparing Pembayaran CC 31 Sep 2026 (Target FI 6 Sep 2026 dan Target Go Live 8 Sep 2026)
20/08/26 : Preparing Pembayaran CC 26 Agu 2026 (Target FI 6 Sep 2026 dan Target Go Live 8 Sep 2026)
12/08/26 : Preparing Pembayaran CC dan Kesiapan Tim YOFC6/08/26 : Peralihan Permit dr Mitra Fh to YOFC (Pembayaran comcase di tgl 10/08/26)
03/08/26 : KENDALA MATERIAL BLM READY DI LOKASI
22/07/26 : KENDALA MATERIAL BLM READY DI LOKASI",,03. OGP Instalasi,00. Ny Golive,30/09/2026,,,,
13020378,"TSM,CMS,FTTH,MD_CIKAMURANG,160HP",160,  -   ,266953064,"1668456,65",AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,5,8. PT3/Batch 4b thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,Ready,6916,6.006,,30/09/2026,,"24/08/26 : Preparing Pembayaran CC dan Kesiapan Tim Tripola, estimasi 31 Agutus 2026 finish instalasi di tanggal 14 september
20/08/26 : Preparing Pembayaran CC dan Kesiapan Tim Tripola, estimasi 21 Agutus 2026
12/08/26 : Preparing Pembayaran CC dan Kesiapan Tim Tripola, estimasi 20 Agutus 2026
6/08/26 : Proses Pembayaran Comcase dr mitra Konet
03/08/26 : Konfirmasi mitra konet untuk mulai pekerjaan
22/07/26 : KENDALA MATERIAL BLM READY DI LOKASI",,02. Material Delivery,00. Ny Golive,30/09/2026,,,,
13007783,"TSM,PAX,FTTH,MD_PRM_SCANDINAVIA,56HP",56,  -   ,39864627,7.118.683.393,AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,3,8. PT3/Batch 4b thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,3673,-,,02/10/2026,,"24/08/26 : Preparing Pembayaran CC 31 Sep 2026 (Target FI 11 Sep 2026 dan Target Go Live 12 Sep 2026)
20/08/26 : Preparing Pembayaran CC 26 Agu 2026 (Target FI 6 Sep 2026 dan Target Go Live 8 Sep 2026)
12/08/26 : Preparing Pembayaran CC dan Kesiapan Tim YOFC
6/08/26 : Peralihan Permit dr Mitra Fh to YOFC (Pembayaran comcase di tgl 10/08/26)
03/08/26 : KENDALA MATERIAL BLM READY DI LOKASI
22/07/26 : KENDALA MATERIAL BLM READY DI LOKASI",,03. OGP Instalasi,00. Ny Golive,02/10/2026,,,,
12995956,"TSM,KAW,FTTH,MD_COVER_FCB_ODC_LES,504HP",504,  -   ,632901358,1.255.756.663,AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,2,6. PT3/Batch 4a,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,17850,6.455,,12/09/2026,,"24/08/26 : INSTALASI TIANG DONE, KU 12 DONE, KU 24 DONE, KU 48 DONE, DC 10700/10700 progress pemasang odp 64 plan FI 29
20/08/26 : INSTALASI TIANG DONE, KU 12 DONE, KU 24 DONE, KU 48 DONE, DC 11045, PROGRESS INSTALL ODP, GO LIVE 26 AGUSTUS
12/08/26 : INSTALASI TIANG DONE, KU 12 DONE, KU 24 DONE, KU 48 DONE, DC 4500/10700, GO LIVE 26 AGUSTUS
10/08/26 : mulai penarikan DC, Kurang Penarikan DC (11 km) & Pemasangan ODP
6/08/26 : Kurang Penarikan DC (11km) & Pemasangan ODP
03/08/26 : INSTALASI TIANG 157/157, KABEL 12 3200/17850, KABEL 24 875/6455
22/07/26 :  INSTALASI, TIANG 636/724, KABEL 12 8000/25405, KABEL 24 10760/11000, KABEL 48 9500/14300",,04. Finish Instalasi,00. Ny Golive,12/09/2026,,,,
12999205,"TSM,MNJ,FTTH,MD_LANGKAPLANCAR_88,1072HP",1072,  472 ,1796493237,1.675.833.243,AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,1,6. PT3/Batch 4a,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,25350,12.800,,,,"03/09/26 : GoLive Parsial D01 56 ODP proses Drawing Plan GL 6 ODP
24/08/26 : INSTALASI TIANG 699/724, KU-12 18340/25405, KU-24 10760/11000, KU-48 11400/14300, KU-96 12000/14600
20/08/26 : INSTALASI TIANG 699/724, KU-12 20850/25405, KU-24 10760/11000, KU-48 11400/14300, KU-96 12000/14600, ODP 32/135
12/08/26 : INSTALASI TIANG 699/724, KU-12 18340/25405, KU-24 10760/11000, KU-48 11400/14300, KU-96 12000/14600
10/08/26 : material sudah di lokasi lanjut penarikan tiang dan tanam tiang
6/08/26 : Kurang Penarikan Kabel 96 (TAG dr Cirebon KU 96 Mos Agustus ZTT)
03/08/26 : INSTALASI TIANG 678/724, KABEL 12 14300/25405, KABEL 24 10760/11000, KABEL 48 11400/14300
22/07/26 : KURANG KABEL 96 KU (16000) 1100044488",,04. Finish Instalasi,01. Golive,Done,,,,
13159752,"TSM,TSM,FTTH,MD_Fortuna Regency,104HP",104,  -   ,59511731,5.722.281.827,AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,1,17. PT3/Batch 6,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,03. OGP Instalasi,Ready,700,1.350,,28/09/2026,,"24/08/26 : Nilai kenaikan boq 480+%
20/08/26 : Menunggu jadwal review design dengan ED dan NPD
12/08/26 : Kendala Perijinan Terkait Nilai Comcase (Wait Approval TSel)
6/08/26 : Kendala Perijinan Terkait Nilai Comcase (Wait Approval TSel)
03/08/26 : Proses Perijinan
22/07/26 : MATERIAL BLM READY",,03. OGP Instalasi,00. Ny Golive,28/09/2026,,,,
13020221,"TSM,PAX,FTTH,MD_Pgrgnng_Purbahayu,640HP",640,  -   ,850941805,"1329596,57",AREA 2,JABAR,TASIKMALAYA,PT3,Telkom Akses,2,8. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,03. OGP Instalasi,Ready,15345,7.350,,27/09/2026,,"24/08/26 : perlu rilis budged, Preparing Pembayaran CC 27 Agu 2026, issue PO kabel 48 (TAG dengan Bandung) belum di acc karna material di gunakan untuk pekerjaan IPT plan instalasi 31 FI 18 september 2026
20/08/26 : Preparing Pembayaran CC 21 Agu 2026, issue PO kabel 48 (TAG dengan Bandung)
12/08/26 : Preparing Pembayaran CC dan Kesiapan Tim YOFC
6/08/26 : Peralihan Permit dr Mitra Fh to YOFC (Pembayaran comcase di tgl 10/08/26) P1
03/08/26 : KENDALA MATERIAL BLM READY DI LOKASI
22/07/26 : KENDALA MATERIAL BLM READY DI LOKASI",,03. OGP Instalasi,00. Ny Golive,27/09/2026,,,,
11986963,"TSM,GRU,PT2,GARUT_32167_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,117,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11986976,"TSM,GRU,PT2,GARUT_103862_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,119,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11987056,"TSM,GRU,PT2,GARUT_138175_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,123,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11987467,"TSM,GRU,PT2,GARUT_138198_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,130,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11987506,"TSM,GRU,PT2,GARUT_138202_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,131,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11989716,"TSM,GRU,PT2,GARUT_32157_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,159,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
11990427,"TSM,GRU,PT2,GARUT_95013_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,174,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,Ready,,,,,,,,,,#N/A,,,,
11990453,"TSM,GRU,PT2,GARUT_138107_H2_2025",8,  -   ,2856095,357.011.875,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,175,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,Core Distribusi Habis,,,,,#N/A,,,,
12042844,"TSM,GRU,PT2,GARUT_146799_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,212,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12043164,"TSM,CKJ,PT2,GARUT_155555_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,214,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12043174,"TSM,GRU,PT2,GARUT_23046_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,215,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12043245,"TSM,GRU,PT2,GARUT_138237_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,217,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12043246,"TSM,CKJ,PT2,GARUT_112961_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,218,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12043272,"TSM,GRU,PT2,GARUT_59671_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,219,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12043296,"TSM,GRU,PT2,GARUT_23054_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,220,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12043346,"TSM,CKJ,PT2,GARUT_121731_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,221,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12054775,"TSM,GRU,PT2,GARUT_59538_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,313,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12054796,"TSM,GRU,PT2,GARUT_86199_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,314,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12054837,"TSM,GRU,PT2,GARUT_146624_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,315,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12054875,"TSM,PMP,PT2,GARUT_33437_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,316,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,Ready,,,,,,,,,,#N/A,,,,
12054882,"TSM,GRU,PT2,GARUT_68523_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,317,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,QE Repair Core,,,,,#N/A,,,,
12054893,"TSM,CKJ,PT2,GARUT_129828_H2_2025",8,  -   ,2207915,275.989.375,AREA 2,JABAR,TASIKMALAYA,PT2,Telkom Akses,318,11. PT2/Batch 3,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,00. Propose Drop,,,,,,PT1 - Disolusikan Dengan Alpro Lain,,,,,#N/A,,,,
